DATE,REGION,REVENUE,COGS,FORECASTED_REVENUE
17-06-2024,South Zone,2556.93,494.18,1886.49
17-06-2024,Central Zone,402.23,52.8,2144.94
18-06-2024,North Zone,3290.45,869.04,1787.72
18-06-2024,East Zone,1966.71,744.8,1467.11
18-06-2024,West Zone,275.35,120.5,2247.41
18-06-2024,South Zone,6053.73,5852.9,8934.24
18-06-2024,Central Zone,5779.38,439.75,2269.28
19-06-2024,North Zone,3390.08,1056.02,1018.14
19-06-2024,East Zone,1839.25,374.5,1186.87
19-06-2024,West Zone,889.42,2595.7,861.64
19-06-2024,South Zone,334.95,640.87,5658.36
19-06-2024,Central Zone,5425.44,552.95,2640.75
20-06-2024,North Zone,11383.7,2707.32,263.95
20-06-2024,East Zone,46.6,145.87,4690.84
20-06-2024,West Zone,1997.18,2490.22,1105.93
20-06-2024,South Zone,367.85,146.74,2132.49
20-06-2024,Central Zone,1818.69,1030.63,8357.31
21-06-2024,North Zone,1106.02,139.99,1295.14
21-06-2024,East Zone,676.18,4501.84,1054.53
21-06-2024,West Zone,21.62,271.99,3572.64
21-06-2024,South Zone,5299.63,457.59,3209.37
21-06-2024,Central Zone,3196.67,255,882.21
22-06-2024,North Zone,3850.2,902.92,3677.06
22-06-2024,East Zone,1330.06,2768.19,3599.16
22-06-2024,West Zone,2851.72,741.18,1042.91
22-06-2024,South Zone,3033.9,1550.79,559.55
22-06-2024,Central Zone,1047,482.33,2480.22
23-06-2024,North Zone,76.96,276.77,48.47
23-06-2024,East Zone,1705.96,87.81,2198.68
23-06-2024,West Zone,5241.42,2931.54,1946.08
23-06-2024,South Zone,2594.98,409.44,1640.75
23-06-2024,Central Zone,469.52,1650.79,3310.93
24-06-2024,North Zone,3736.14,2709.46,5895.89
24-06-2024,East Zone,2121.11,3146.65,1200.1
24-06-2024,West Zone,3512.41,1742.82,2108.5
24-06-2024,South Zone,5601.47,1149.02,6475.67
24-06-2024,Central Zone,2898.55,1733.93,3580.33
25-06-2024,North Zone,5289.91,1036.1,4620.92
25-06-2024,East Zone,2556.67,1823.52,2524.74
25-06-2024,West Zone,935.5,516.51,6013.47
25-06-2024,South Zone,2156.38,563.33,254.36
25-06-2024,Central Zone,1358.46,1019.71,99.5
26-06-2024,North Zone,3396.52,3311.63,2507.29
26-06-2024,East Zone,15.48,1068.64,254.8
26-06-2024,West Zone,1877.24,1998.66,3054.36
26-06-2024,South Zone,51.67,540.82,886.96
26-06-2024,Central Zone,8446.22,206.42,5439.8
27-06-2024,North Zone,5219.42,2793.22,603.46
27-06-2024,East Zone,2512.67,668.93,6666.85
27-06-2024,West Zone,898.87,4763.13,2889.81
27-06-2024,South Zone,3017.21,178.92,993.37
27-06-2024,Central Zone,7800.38,1421.87,7624.73
28-06-2024,North Zone,10687.8,538.85,31.07
28-06-2024,East Zone,295.08,1930.13,1156.96
28-06-2024,West Zone,699.69,3380.86,3071.86
28-06-2024,South Zone,972.85,2882.32,2065.95
28-06-2024,Central Zone,4380.61,54.42,10105.2
29-06-2024,North Zone,160.95,3268.92,750.09
29-06-2024,East Zone,4560.58,767.06,851.25
29-06-2024,West Zone,489.85,209.4,5258.57
29-06-2024,South Zone,2452.89,329.89,432.53
29-06-2024,Central Zone,2773.91,1574.33,2179.63
30-06-2024,North Zone,5736.81,3401.27,688.02
30-06-2024,East Zone,570.1,185.19,94.48
30-06-2024,West Zone,3104.92,226.8,2175.86
30-06-2024,South Zone,1036.11,62.13,8550.67
30-06-2024,Central Zone,1269.14,708.49,740.03
01-07-2024,North Zone,2778.92,895.5,2588.77
01-07-2024,East Zone,508.24,2263.57,5197.12
01-07-2024,West Zone,1641.69,378.42,4215.8
01-07-2024,South Zone,10257.21,3196.02,1941.41
01-07-2024,Central Zone,719.76,1897.12,958.66
02-07-2024,North Zone,2296.38,164.24,1202.88
02-07-2024,East Zone,9177.85,3128.57,8714.61
02-07-2024,West Zone,1758.37,2549.43,341.18
02-07-2024,South Zone,1007.91,1951,3904.35
02-07-2024,Central Zone,1277.56,929.55,3041.37
03-07-2024,North Zone,7823.49,1045.04,1003.59
03-07-2024,East Zone,963.2,249.72,2627.24
03-07-2024,West Zone,908.23,1703.54,257.82
03-07-2024,South Zone,2656.31,1388.18,7005.11
03-07-2024,Central Zone,116.4,1799.12,613.98
04-07-2024,North Zone,1186.47,2592.55,5758.56
04-07-2024,East Zone,8015.24,2207.44,609.64
04-07-2024,West Zone,2418.08,2133.72,4740.64
04-07-2024,South Zone,7910.65,525.41,3838.63
04-07-2024,Central Zone,146.2,1575.68,5464.24
05-07-2024,North Zone,3237.67,5261.88,10220.66
05-07-2024,East Zone,2822.71,457.3,1554.67
05-07-2024,West Zone,524.35,2217.03,1018.65
05-07-2024,South Zone,456.15,425.01,1769.47
05-07-2024,Central Zone,8988.39,537.94,2002.77
06-07-2024,North Zone,4192.9,805.02,3709.13
06-07-2024,East Zone,279.97,838.23,1455.61
06-07-2024,West Zone,906.33,1733.19,1403.26
06-07-2024,South Zone,6142.44,172.37,131.91
06-07-2024,Central Zone,3703.21,2745.27,8379.53
07-07-2024,North Zone,1526.82,420.36,2090.28
07-07-2024,East Zone,976,77.84,7064.14
07-07-2024,West Zone,4072.96,1542.24,700.45
07-07-2024,South Zone,2786.46,4307.04,5668.53
07-07-2024,Central Zone,6568.58,1288.23,213.68
08-07-2024,North Zone,3953.57,2790.35,3934.94
08-07-2024,East Zone,1858.12,1583.22,111.16
08-07-2024,West Zone,75.6,1844.65,5367.47
08-07-2024,South Zone,10483.43,1063.77,6749.03
08-07-2024,Central Zone,929,1292.18,2269.44
09-07-2024,North Zone,128.57,283.42,1243.45
09-07-2024,East Zone,10125.12,3220.09,679.01
09-07-2024,West Zone,1730.27,828.13,5116.37
09-07-2024,South Zone,1308.31,871.99,1762.38
09-07-2024,Central Zone,42.93,1692.76,3800.13
10-07-2024,North Zone,2713.81,2448.65,3849.66
10-07-2024,East Zone,1058.7,1609.59,642.43
10-07-2024,West Zone,6123.19,658.09,746.56
10-07-2024,South Zone,38.61,686.01,1208.2
10-07-2024,Central Zone,3680.4,376.67,7708.75
11-07-2024,North Zone,118.05,50.07,906.65
11-07-2024,East Zone,3358.69,2393.35,5406.73
11-07-2024,West Zone,8220.72,94.19,2452.85
11-07-2024,South Zone,122.99,269.15,2791.14
11-07-2024,Central Zone,303.18,2580.82,795.16
12-07-2024,North Zone,1087,1181.88,115.48
12-07-2024,East Zone,6314.99,2529.86,1410.71
12-07-2024,West Zone,786.1,1650.1,2245.54
12-07-2024,South Zone,1468.91,67.36,918.58
12-07-2024,Central Zone,2173.17,213.12,7197.53
13-07-2024,North Zone,6377.44,329.02,2489.12
13-07-2024,East Zone,480.41,1716.56,11787.97
13-07-2024,West Zone,6125.24,4509.52,3962
13-07-2024,South Zone,2327.48,3121.56,1806.53
13-07-2024,Central Zone,4199.33,584.09,455.59
14-07-2024,North Zone,1815.73,770.45,6197.84
14-07-2024,East Zone,3397.39,1599.22,933.58
14-07-2024,West Zone,1239.11,3224.38,2945.17
14-07-2024,South Zone,9770.63,3597.96,3764.81
14-07-2024,Central Zone,1216.95,979.92,4017.71
15-07-2024,North Zone,3327.39,597.03,2615.42
15-07-2024,East Zone,2344.34,1151.72,214.99
15-07-2024,West Zone,214.97,1153.03,6988.32
15-07-2024,South Zone,2248.71,3918.09,5143.52
15-07-2024,Central Zone,6684.25,806.6,599.65
16-07-2024,North Zone,2240.71,1353.99,1305.79
16-07-2024,East Zone,1070.09,1016.43,218.9
16-07-2024,West Zone,1721.55,2236.84,8291.84
16-07-2024,South Zone,4276.37,682.2,2350.5
16-07-2024,Central Zone,3283.72,60.24,747.84
17-07-2024,North Zone,234.82,1281.67,3917.91
17-07-2024,East Zone,1571.47,561.59,236.85
17-07-2024,West Zone,457.67,2362.8,4776.5
17-07-2024,South Zone,7448.72,302.74,2350.62
17-07-2024,Central Zone,2755.44,3110.62,188.09
18-07-2024,North Zone,321.64,1924.95,1258.77
18-07-2024,East Zone,1121.89,620.83,2176.38
18-07-2024,West Zone,316.81,255.8,2236.59
18-07-2024,South Zone,1851.37,2656.54,2954.56
18-07-2024,Central Zone,7088.32,550.29,2424.73
19-07-2024,North Zone,182.37,691.69,2136.65
19-07-2024,East Zone,497.84,4323.34,3422.52
19-07-2024,West Zone,893.42,244.19,41.65
19-07-2024,South Zone,2617.7,1078.41,6917.21
19-07-2024,Central Zone,10289.55,891.1,1206.6
20-07-2024,North Zone,4892.54,1821.95,567.73
20-07-2024,East Zone,597.68,1088.79,1159.68
20-07-2024,West Zone,3460.6,3435.14,5036.6
20-07-2024,South Zone,2324.94,321.38,4322.86
20-07-2024,Central Zone,1809.15,1005.13,2851.82
21-07-2024,North Zone,6836.53,563.38,1075.31
21-07-2024,East Zone,2449.33,2109.02,1362.21
21-07-2024,West Zone,387.6,3466.37,7240
21-07-2024,South Zone,483.12,1060.29,4311.33
21-07-2024,Central Zone,7347.84,1278.47,1136.81
22-07-2024,North Zone,352.55,2452.39,2517.99
22-07-2024,East Zone,596.33,3173.81,2906.26
22-07-2024,West Zone,4334.2,2078.84,1355.41
22-07-2024,South Zone,1057.92,433.31,5487.41
22-07-2024,Central Zone,6965.87,108,1075.88
23-07-2024,North Zone,2256.72,565.62,3613.58
23-07-2024,East Zone,2784.77,2402.17,652.54
23-07-2024,West Zone,567.95,1947.24,5393.74
23-07-2024,South Zone,122,1758.76,824.72
23-07-2024,Central Zone,6180.31,177.28,192.52
24-07-2024,North Zone,259.32,1053.64,538.95
24-07-2024,East Zone,3584.27,53.82,3130.92
24-07-2024,West Zone,2709.47,2017.34,4268.78
24-07-2024,South Zone,2645.94,559.75,180.58
24-07-2024,Central Zone,1268.68,2366.07,1902.67
25-07-2024,North Zone,6077.45,846.14,5561.22
25-07-2024,East Zone,2128.83,66.33,2583.32
25-07-2024,West Zone,661.25,167.94,1937.12
25-07-2024,South Zone,252,2653.36,716.28
25-07-2024,Central Zone,1681.22,2346.04,420.47
26-07-2024,North Zone,4760.5,1341.91,4264.95
26-07-2024,East Zone,1213.75,692.25,3536.64
26-07-2024,West Zone,7216.27,372.18,5012.4
26-07-2024,South Zone,613.97,2623.44,829.55
26-07-2024,Central Zone,3326.39,1997.97,2577.67
27-07-2024,North Zone,3259.46,39.72,1367.13
27-07-2024,East Zone,7217.75,305.72,9146.21
27-07-2024,West Zone,527.11,1780.93,1083.18
27-07-2024,South Zone,6.94,2601.98,1017.27
27-07-2024,Central Zone,3289.86,1429.83,661.25
28-07-2024,North Zone,1092.78,444.14,863.94
28-07-2024,East Zone,5774.52,1154.87,2108.02
28-07-2024,West Zone,235.04,516.14,1238.28
28-07-2024,South Zone,4786.94,3636.5,7038.75
28-07-2024,Central Zone,3274.02,1641.47,3281.56
29-07-2024,North Zone,1207.79,1756.29,6605.22
29-07-2024,East Zone,4584.81,536.03,149.37
29-07-2024,West Zone,4806.63,2392.28,5221.92
29-07-2024,South Zone,502.01,2791.9,3485.96
29-07-2024,Central Zone,8467.94,3541.51,4691.5
30-07-2024,North Zone,5591.05,4820.62,12490.58
30-07-2024,East Zone,2113.11,155.97,782.32
30-07-2024,West Zone,2302.05,1738.71,1513.39
30-07-2024,South Zone,3146.11,1794.81,2514.57
30-07-2024,Central Zone,6634.46,708.08,1342.04
31-07-2024,North Zone,5112.41,846.77,3770.55
31-07-2024,East Zone,864.73,94.72,1580.53
31-07-2024,West Zone,3877.06,1387.09,10.01
31-07-2024,South Zone,590.55,1589.97,4723.99
31-07-2024,Central Zone,1699.13,1381.03,1376.42
01-08-2024,North Zone,6083.56,441.7,2384.62
01-08-2024,East Zone,35.04,328.59,1481.99
01-08-2024,West Zone,5196.89,4169.67,2017.25
01-08-2024,South Zone,4441.93,3966.94,8221.11
01-08-2024,Central Zone,497.15,951.06,1227.08
02-08-2024,North Zone,1126.77,1126.86,3431.39
02-08-2024,East Zone,279.41,2726.14,5319.2
02-08-2024,West Zone,3209.88,1876.87,300.52
02-08-2024,South Zone,3471.42,351.12,2295.7
02-08-2024,Central Zone,4581.54,141.88,1706.76
03-08-2024,North Zone,1544.16,75.43,5951.55
03-08-2024,East Zone,2897.65,979.81,3315.48
03-08-2024,West Zone,5063.68,849.73,253.33
03-08-2024,South Zone,264.98,2042.48,119.79
03-08-2024,Central Zone,360.85,2023.48,725.84
04-08-2024,North Zone,7134.34,100.1,42.15
04-08-2024,East Zone,2484.02,5090.45,1538.13
04-08-2024,West Zone,7418.06,443.87,3069.25
04-08-2024,South Zone,0.67,687.64,4821.93
04-08-2024,Central Zone,534,1299.13,7102.41
05-08-2024,North Zone,1004.72,61.65,4473.85
05-08-2024,East Zone,1150.83,2136.32,4572.9
05-08-2024,West Zone,3822.26,346.36,739.27
05-08-2024,South Zone,1648.82,4081.88,890.77
05-08-2024,Central Zone,5724.73,462.57,3193.6
06-08-2024,North Zone,3021.43,1345.66,4221.32
06-08-2024,East Zone,357.28,649.77,1133.06
06-08-2024,West Zone,3374.45,2791.82,4300.79
06-08-2024,South Zone,2977.45,1183.74,3267.93
06-08-2024,Central Zone,4317.25,691.05,596.17
07-08-2024,North Zone,5811.67,1911.87,647.54
07-08-2024,East Zone,337.31,1358.6,4916.01
07-08-2024,West Zone,5692.18,697.53,3969.14
07-08-2024,South Zone,850.95,351.93,5207.98
07-08-2024,Central Zone,3134.31,2283.74,1306.42
08-08-2024,North Zone,13006.62,1413.04,733.37
08-08-2024,East Zone,777.89,1622.61,1708.67
08-08-2024,West Zone,1394.23,551.69,1332.02
08-08-2024,South Zone,3164.46,4238.57,1326.49
08-08-2024,Central Zone,356.23,1999.95,14433.5
09-08-2024,North Zone,1630.14,3801.4,947.93
09-08-2024,East Zone,414.94,1989.39,1967.93
09-08-2024,West Zone,3123.72,69.97,409.97
09-08-2024,South Zone,4341.14,1256.68,147.14
09-08-2024,Central Zone,7157.19,75.66,11972.13
10-08-2024,North Zone,10218.18,34.3,4396.09
10-08-2024,East Zone,2232.18,4986.56,1716.58
10-08-2024,West Zone,3659.69,107.29,576.79
10-08-2024,South Zone,239.13,663.9,11601.66
10-08-2024,Central Zone,2481.08,2133.63,1797.02
11-08-2024,North Zone,6015.03,926.23,5408.91
11-08-2024,East Zone,2705.18,491.91,559.21
11-08-2024,West Zone,1408.26,904.34,2389.83
11-08-2024,South Zone,274.49,2967.33,2177.62
11-08-2024,Central Zone,2085.21,76.44,1096.3
12-08-2024,North Zone,8274.86,1928.58,3861.86
12-08-2024,East Zone,259.84,656.72,402.61
12-08-2024,West Zone,2437.41,185.36,54.02
12-08-2024,South Zone,1952.99,4395.91,7513.55
12-08-2024,Central Zone,4964.55,44.53,4953.97
13-08-2024,North Zone,561.44,891.34,2520.55
13-08-2024,East Zone,662.45,1234.38,3647.73
13-08-2024,West Zone,4488.45,295.53,363.08
13-08-2024,South Zone,3731.6,3499.32,176.84
13-08-2024,Central Zone,2517.52,849.02,4220.35
14-08-2024,North Zone,9.26,836.4,1960.35
14-08-2024,East Zone,3916.69,3621.16,1617.28
14-08-2024,West Zone,8525.94,4052.22,4955.76
14-08-2024,South Zone,2045.11,1879.1,5829.31
14-08-2024,Central Zone,5265.18,121.27,3940.84
15-08-2024,North Zone,7290.09,2734.89,813.31
15-08-2024,East Zone,6047.79,698.91,3754.2
15-08-2024,West Zone,2447.99,396.75,107.79
15-08-2024,South Zone,441.5,4431.14,831
15-08-2024,Central Zone,179.37,1675.46,10815.08
16-08-2024,North Zone,3641.85,915.9,548.97
16-08-2024,East Zone,3997.17,2315.16,278.32
16-08-2024,West Zone,3103.93,1008.07,6909.43
16-08-2024,South Zone,185.67,1514.47,2920.41
16-08-2024,Central Zone,1422.66,787.17,1989.91
17-08-2024,North Zone,1976.17,2287.44,1213.94
17-08-2024,East Zone,177.72,866.21,572.46
17-08-2024,West Zone,13149.43,2633.73,5033.59
17-08-2024,South Zone,1486.8,2399.95,7726.84
17-08-2024,Central Zone,2161.32,1599.26,6143.58
18-08-2024,North Zone,373.85,947.59,832.43
18-08-2024,East Zone,5118.88,1324.88,265.53
18-08-2024,West Zone,7781.58,300.07,1928.76
18-08-2024,South Zone,450.81,2975.22,4100.47
18-08-2024,Central Zone,3532.1,2282.37,11413.53
19-08-2024,North Zone,4027.51,1918.48,7921.27
19-08-2024,East Zone,1464.27,32.63,109.87
19-08-2024,West Zone,3779.28,282.97,72.45
19-08-2024,South Zone,2426.45,3135.91,3203.55
19-08-2024,Central Zone,513.11,2198.16,461.44
20-08-2024,North Zone,4411.12,2007.54,2650.41
20-08-2024,East Zone,1480.29,527.44,27.29
20-08-2024,West Zone,4222.71,313.7,3939.42
20-08-2024,South Zone,208.88,2408.95,1498.36
20-08-2024,Central Zone,2127.81,485.25,4303.75
21-08-2024,North Zone,1865.14,561.5,4402.62
21-08-2024,East Zone,8545.39,555.2,2563.26
21-08-2024,West Zone,3843.33,3162.09,2585.67
21-08-2024,South Zone,551.51,310.21,359.5
21-08-2024,Central Zone,105.69,2791.63,4038.68
22-08-2024,North Zone,460.16,1053.88,2515.87
22-08-2024,East Zone,4532.35,511.4,4054.9
22-08-2024,West Zone,37.92,1455.02,123.21
22-08-2024,South Zone,2413.04,575.13,520.04
22-08-2024,Central Zone,3023.09,1199,2674.27
23-08-2024,North Zone,7714.65,1509.58,2644.05
23-08-2024,East Zone,2753.6,1335.79,1708.6
23-08-2024,West Zone,25.85,2529.77,86.44
23-08-2024,South Zone,1172.29,1511.84,6193.74
23-08-2024,Central Zone,240.41,386.41,1090.77
24-08-2024,North Zone,10908.82,456.54,2166.35
24-08-2024,East Zone,2717.21,686.84,3012.23
24-08-2024,West Zone,5.07,1987.94,3970.15
24-08-2024,South Zone,110.84,3199.73,1319.85
24-08-2024,Central Zone,665.1,33.78,3417.6
25-08-2024,North Zone,3027.26,4262.89,4492.02
25-08-2024,East Zone,1042.06,613.16,373.44
25-08-2024,West Zone,1404.55,118.55,1375.36
25-08-2024,South Zone,4012.07,709.74,5980.94
25-08-2024,Central Zone,4224.07,545.2,1186.84
26-08-2024,North Zone,1303.15,84.9,10708.92
26-08-2024,East Zone,3447.07,1520.02,168.8
26-08-2024,West Zone,640.52,4591.75,3201.19
26-08-2024,South Zone,475.06,1109.05,12.62
26-08-2024,Central Zone,9175.97,446.03,1374.69
27-08-2024,North Zone,2942.4,923.34,5201.97
27-08-2024,East Zone,3127.89,270.38,1186.57
27-08-2024,West Zone,5766.32,2241,1306.42
27-08-2024,South Zone,75.89,568.99,1120.86
27-08-2024,Central Zone,933.3,1305.81,2755.14
28-08-2024,North Zone,3704.09,116.24,2633.87
28-08-2024,East Zone,1787.21,2877.1,3695.89
28-08-2024,West Zone,8121.32,360.31,341.84
28-08-2024,South Zone,1652.77,549.02,6574.5
28-08-2024,Central Zone,389.89,4556.12,4093.5
29-08-2024,North Zone,9801.78,363.01,9015.64
29-08-2024,East Zone,22.5,887.5,5163.56
29-08-2024,West Zone,6206.6,1166.49,1032.97
29-08-2024,South Zone,36.45,6540.82,1203.07
29-08-2024,Central Zone,2654.08,422.68,2873.13
30-08-2024,North Zone,477.98,1683.04,1064.45
30-08-2024,East Zone,6423.82,405.65,1485.41
30-08-2024,West Zone,1100.07,572.46,6267.96
30-08-2024,South Zone,63.68,1004.68,161.86
30-08-2024,Central Zone,3259.67,1342.01,1588.96
31-08-2024,North Zone,1965.51,475.63,4633.04
31-08-2024,East Zone,5695.61,2143.54,1016.28
31-08-2024,West Zone,2898.37,2181.77,3609.82
31-08-2024,South Zone,2983.32,1257.06,5833.3
31-08-2024,Central Zone,1678.46,556.82,1317.42
01-09-2024,North Zone,3031.72,1016.65,6468.74
01-09-2024,East Zone,1176.14,251.81,251.37
01-09-2024,West Zone,76.14,3503.91,1130.47
01-09-2024,South Zone,5807.93,35.74,2336.56
01-09-2024,Central Zone,1350.13,976.89,1051.71
02-09-2024,North Zone,2996.77,3159.49,7242.78
02-09-2024,East Zone,1915.23,252.09,6395.79
02-09-2024,West Zone,4544.58,897.02,543.48
02-09-2024,South Zone,2121.3,189.87,3876.94
02-09-2024,Central Zone,6206.76,3640.66,831.86
03-09-2024,North Zone,5521.93,2513.39,3777.19
03-09-2024,East Zone,1814.71,555.91,1738.02
03-09-2024,West Zone,2936.97,2138.68,1386
03-09-2024,South Zone,920.72,1310.84,3797
03-09-2024,Central Zone,2677.13,385.93,2842.2
04-09-2024,North Zone,4274.52,173.82,3884.7
04-09-2024,East Zone,3015.16,351.82,1136.11
04-09-2024,West Zone,732.93,1235.35,5039.69
04-09-2024,South Zone,5573.69,3732.36,1596.67
04-09-2024,Central Zone,1601.98,1798.44,4253.95
05-09-2024,North Zone,1293.47,1982.32,4590.71
05-09-2024,East Zone,5142.21,194.38,725.3
05-09-2024,West Zone,3001.64,2238.44,1248.24
05-09-2024,South Zone,219.38,76.44,67.58
05-09-2024,Central Zone,2113.45,2611.58,4922.55
06-09-2024,North Zone,211.14,272.5,131
06-09-2024,East Zone,2380.78,816.89,1525.94
06-09-2024,West Zone,1247.32,743.92,5704.43
06-09-2024,South Zone,3842.36,726.15,3639.43
06-09-2024,Central Zone,3707.13,2340.29,47.94
07-09-2024,North Zone,12458.16,1793.39,2788.61
07-09-2024,East Zone,543.16,868.39,993.23
07-09-2024,West Zone,292.4,803.84,4623
07-09-2024,South Zone,325.67,302.02,5526.96
07-09-2024,Central Zone,1367.41,2482.46,1530.54
08-09-2024,North Zone,1139.75,2167.35,7203.19
08-09-2024,East Zone,6492.06,1332.44,2087.04
08-09-2024,West Zone,222.55,2135.8,2348.96
08-09-2024,South Zone,4116.33,288.67,1621.84
08-09-2024,Central Zone,1848,322.72,1582.17
09-09-2024,North Zone,4077.67,5819.23,3523.29
09-09-2024,East Zone,3672.83,515.64,3454.89
09-09-2024,West Zone,3246.02,702.24,4596.42
09-09-2024,South Zone,5104.79,1711.94,8062.93
09-09-2024,Central Zone,3434.1,1415.49,799.1
10-09-2024,North Zone,4685,2744.74,3240.98
10-09-2024,East Zone,1544.95,1535.17,5490.72
10-09-2024,West Zone,4714.78,1868.53,3164.39
10-09-2024,South Zone,3104.54,680.75,5886.17
10-09-2024,Central Zone,3691.74,2425.84,1006.53
11-09-2024,North Zone,7752.38,606.9,6331.96
11-09-2024,East Zone,762.36,3091.8,5769.59
11-09-2024,West Zone,1344.07,150.78,93.54
11-09-2024,South Zone,7753.91,1069.39,1397.41
11-09-2024,Central Zone,532.56,3734.33,3662.72
12-09-2024,North Zone,5434.92,248.41,2034.59
12-09-2024,East Zone,857.3,3238.7,2461.99
12-09-2024,West Zone,1381.18,5040.84,852.08
12-09-2024,South Zone,7223.77,985.41,2211.86
12-09-2024,Central Zone,4215.11,1988.85,12693.97
13-09-2024,North Zone,1772.78,231.89,4019
13-09-2024,East Zone,2292.55,1076.01,1223.54
13-09-2024,West Zone,3325.34,709.06,1146.9
13-09-2024,South Zone,2236.82,3085.87,2178.09
13-09-2024,Central Zone,1319.1,148.49,2531.02
14-09-2024,North Zone,1099.85,831.63,6804.69
14-09-2024,East Zone,3271.6,1026.23,3015.85
14-09-2024,West Zone,2308.36,3417.96,1087.14
14-09-2024,South Zone,8354.08,3357.26,4039.31
14-09-2024,Central Zone,77.72,8.07,1567.67
15-09-2024,North Zone,1539.19,2019.73,4653.72
15-09-2024,East Zone,1614.14,1238.16,5566.54
15-09-2024,West Zone,7541.25,1778.06,2107.71
15-09-2024,South Zone,3595.12,2583.86,3554.94
15-09-2024,Central Zone,1245.35,750.26,559.26
16-09-2024,North Zone,1070.29,1840.95,3861.6
16-09-2024,East Zone,34.24,3210.74,6192.48
16-09-2024,West Zone,912.41,2944.61,4812.03
16-09-2024,South Zone,5949.23,1930.54,94.24
16-09-2024,Central Zone,11043.91,964.78,3666.07
17-09-2024,North Zone,3915.43,1493.22,5075.57
17-09-2024,East Zone,2953.02,3026.01,380.07
17-09-2024,West Zone,2823.58,3058.21,3437.54
17-09-2024,South Zone,3457.68,26.51,158.61
17-09-2024,Central Zone,5.4,83.81,4634.02
18-09-2024,North Zone,988.99,783.7,2573.86
18-09-2024,East Zone,807.79,2462.42,5610.18
18-09-2024,West Zone,7824.29,299.91,889.89
18-09-2024,South Zone,1.54,184.11,1147.04
18-09-2024,Central Zone,2801.73,3248.02,905.27
19-09-2024,North Zone,4935.47,1168.27,1320.33
19-09-2024,East Zone,616.57,168.52,3121.43
19-09-2024,West Zone,3910.37,1024.78,3689.62
19-09-2024,South Zone,1292.49,796.82,30.43
19-09-2024,Central Zone,355.76,2834,2158.08
20-09-2024,North Zone,6342.98,211.71,1980.55
20-09-2024,East Zone,128.95,2680.9,1880.9
20-09-2024,West Zone,64.32,70.57,2775.9
20-09-2024,South Zone,2897.77,1354.97,2779.09
20-09-2024,Central Zone,779.83,1232.45,221.56
21-09-2024,North Zone,3606.51,3192.67,6290.08
21-09-2024,East Zone,2831.87,358.88,9145.32
21-09-2024,West Zone,675.8,245.13,65.88
21-09-2024,South Zone,6276.8,941.17,1951.55
21-09-2024,Central Zone,6587.92,4264.37,1142.84
22-09-2024,North Zone,4587.28,652.4,76.9
22-09-2024,East Zone,8359.18,2989.72,8025.8
22-09-2024,West Zone,28.34,762.29,3202.86
22-09-2024,South Zone,121.33,583.23,5524.58
22-09-2024,Central Zone,3350.99,2226.06,953.37
23-09-2024,North Zone,1445.4,3026.55,628.78
23-09-2024,East Zone,10842.22,26.99,844.08
23-09-2024,West Zone,940.55,1749.44,9012.72
23-09-2024,South Zone,1045.41,1560.47,1411.03
23-09-2024,Central Zone,4179.86,977.98,4734.93
24-09-2024,North Zone,5182.28,2184.93,1252
24-09-2024,East Zone,401.68,639.93,1620.69
24-09-2024,West Zone,337.21,1176.08,5159.64
24-09-2024,South Zone,4032.48,829.29,3752.99
24-09-2024,Central Zone,2783.31,912.6,1113.36
25-09-2024,North Zone,5012.15,1474.17,6617.94
25-09-2024,East Zone,3866.47,357.82,1081.05
25-09-2024,West Zone,1.17,3435.09,4131.74
25-09-2024,South Zone,63.11,719.81,4257.46
25-09-2024,Central Zone,6810.9,1538.26,1232.43
26-09-2024,North Zone,205.08,229.73,1192.89
26-09-2024,East Zone,988.46,1446.21,989.8
26-09-2024,West Zone,3364.85,1321.22,1578.53
26-09-2024,South Zone,4151.49,2124.46,2091.2
26-09-2024,Central Zone,2215.46,325.02,4103.28
27-09-2024,North Zone,4717.07,2907.69,1419.59
27-09-2024,East Zone,4753.02,2485.68,3773.71
27-09-2024,West Zone,164.19,1114.01,7997.28
27-09-2024,South Zone,4029.14,199.85,1301.4
27-09-2024,Central Zone,1142.9,1572.04,506.24
28-09-2024,North Zone,514.32,6154.53,5606.69
28-09-2024,East Zone,8992.7,3744.11,7070.28
28-09-2024,West Zone,1472.76,173.09,5523.13
28-09-2024,South Zone,1023.26,49.71,311.97
28-09-2024,Central Zone,7648.91,1321.34,1123.87
29-09-2024,North Zone,1469.28,1312.69,1003.36
29-09-2024,East Zone,8286.92,698.83,968.96
29-09-2024,West Zone,1519.51,4017.88,9680.27
29-09-2024,South Zone,7206.71,563.5,3867.35
29-09-2024,Central Zone,20.28,1219.17,927.58
30-09-2024,North Zone,6196.84,2175.04,1913.56
30-09-2024,East Zone,116.83,957.34,520.86
30-09-2024,West Zone,608.11,123.15,3426.33
30-09-2024,South Zone,51.59,173.33,4106.33
30-09-2024,Central Zone,6552.84,2075.7,3305.66
01-10-2024,North Zone,541.45,718.07,7212.17
01-10-2024,East Zone,4472.51,1421.08,4813.91
01-10-2024,West Zone,10621.41,550.38,605.33
01-10-2024,South Zone,3985.94,3661.86,5891.94
01-10-2024,Central Zone,76.08,4001.51,2169.62
02-10-2024,North Zone,674.69,2006.84,4832.48
02-10-2024,East Zone,3134.26,1730.16,2371.96
