IDENTIFIER,TITLE
SSEDENANGP11A,Percentage of children enrolled in non-Government non-Private schools
SSEDENAPVT11A,Percentage of children enrolled in Private schools
SSEDENBGOV11A,Percentage of boys enrolled in Government schools
SSEDENBLEA11A,Percentage of enrolled boys able to identify less than 4 out of 5 letters correctly
SSEDENBLEB11A,Percentage of enrolled boys able to identify 4 out of 5 letters
SSEDENBLEC11A,Percentage of enrolled boys able to read 4 out of 5 words
SSEDENBLED11A,Percentage of enrolled boys able to read a short paragraph (class I text)
SSEDENBLEE11A,Percentage of enrolled boys able to read a longer paragraph (class II text)
SSEDENBNES11A,Percentage of boys not enrolled in schools
SSEDENBNGP11A,Percentage of boys enrolled in non-Government non-Private schools
SSEDENBPVT11A,Percentage of boys enrolled in Private schools
SSEDENGGOV11A,Percentage of girls enrolled in Government schools
SSEDENGLEA11A,Percentage of enrolled girls able to identify less than 4 out of 5 letters correctly
SSEDENGLEB11A,Percentage of enrolled girls able to identify 4 out of 5 letters
SSEDENGLEC11A,Percentage of enrolled girls able to read 4 out of 5 words
SSEDENGLED11A,Percentage of enrolled girls able to read a short paragraph (class I text)
SSEDENGNES11A,Percentage of girls not enrolled in schools
SSEDENGNGP11A,Percentage of girls enrolled in non-Government non-Private schools
SSEDENGPVT11A,Percentage of girls enrolled in Private schools
SSEDERRTFM11A,Gross Enrolment Ratio in Higher Education - Female
SSEDERRTML11A,Gross Enrolment Ratio in Higher Education - Male
SSEDERRTOT11A,Gross Enrolment Ratio in Higher Education
SSEDERRTSF11A,Gross Enrolment Ratio in Higher Education (SC Category) - Female
SSEDERRTST11A,Gross Enrolment Ratio in Higher Education (SC Category)
SSEDERRTTF11A,Gross Enrolment Ratio in Higher Education (ST Category) - Female
SSEDERRTTM11A,Gross Enrolment Ratio in Higher Education (ST Category) - Male
SSEDERRTTT11A,Gross Enrolment Ratio in Higher Education (ST Category)
NAGDRGDPXG12Q,"Real GDP excluding Statistical discrepancies (2011-12 Series, Quarterly)"
NOMGDPINTOGLA,Nominal GDP (Annual) - India
REAGDPSATOGLQ,Real GDP - South Africa
SSEDENGLEE11A,Percentage of enrolled girls able to read a longer paragraph (class II text)
SSEDERRTSM11A,Gross Enrolment Ratio in Higher Education (SC Category) - Male
SSEDHADFCE11A,Total Enrolment in Deemed University - Government Aided - Certificate Courses (Female)
SSEDHADFDE11A,Total Enrolment in Deemed University - Government Aided - Post Graduate Diploma Courses (Female)
SSEDHADFGE11A,Total Enrolment in Deemed University - Government Aided - Post Graduate Courses (Female)
SSEDHADFIE11A,Total Enrolment in Deemed University - Government Aided - Integrated Courses (Female)
SSEDHADFLE11A,Total Enrolment in Deemed University - Government Aided - Diploma Courses (Female)
SSEDHADFME11A,Total Enrolment in Deemed University - Government Aided - MPhil Course (Female)
SSEDHADFPE11A,Total Enrolment in Deemed University - Government Aided - PhD Course (Female)
SSEDHADFTE11A,Total Enrolment in Deemed University - Government Aided (Female)
SSEDHADFUE11A,Total Enrolment in Deemed University - Government Aided - Under Graduate Courses (Female)
SSEDHADMCE11A,Total Enrolment in Deemed University - Government Aided - Certificate Courses (Male)
SSEDHADMGE11A,Total Enrolment in Deemed University - Government Aided - Post Graduate Courses (Male)
SSEDHADMIE11A,Total Enrolment in Deemed University - Government Aided - Integrated Courses (Male)
SSEDHADMLE11A,Total Enrolment in Deemed University - Government Aided - Diploma Courses (Male)
SSEDHADMME11A,Total Enrolment in Deemed University - Government Aided - MPhil Course (Male)
SSEDHADMPE11A,Total Enrolment in Deemed University - Government Aided - PhD Course (Male)
SSEDHADMTE11A,Total Enrolment in Deemed University - Government Aided (Male)
SSEDHADMUE11A,Total Enrolment in Deemed University - Government Aided - Under Graduate Courses (Male)
SSEDHADTCE11A,Total Enrolment in Deemed University - Government Aided - Certificate Courses
SSEDHADTDE11A,Total Enrolment in Deemed University - Government Aided - Post Graduate Diploma Courses
SSEDHADTGE11A,Total Enrolment in Deemed University - Government Aided - Post Graduate Courses
SSEDHADTIE11A,Total Enrolment in Deemed University - Government Aided - Integrated Courses
SSEDHADTLE11A,Total Enrolment in Deemed University - Government Aided - Diploma Courses
SSEDHADTME11A,Total Enrolment in Deemed University - Government Aided - MPhil Course
SSEDHADTPE11A,Total Enrolment in Deemed University - Government Aided - PhD Course
SSEDHADTTE11A,Total Enrolment in Deemed University - Government Aided
SSEDHADTUE11A,Total Enrolment in Deemed University - Government Aided - Under Graduate Courses
SSEDHAUFCE11A,Total Enrolment in All Universities - Certificate Courses (Female)
SSEDHAUFDE11A,Total Enrolment in All Universities - Post Graduate Diploma Courses (Female)
SSEDHAUFGE11A,Total Enrolment in All Universities - Post Graduate Courses (Female)
SSEDHAUFLE11A,Total Enrolment in All Universities - Diploma Courses (Female)
SSEDHAUFME11A,Total Enrolment in All Universities - MPhil Course (Female)
SSEDHAUFPE11A,Total Enrolment in All Universities - PhD Course (Female)
SSEDHAUFTE11A,Total Enrolment in All Universities (Female)
SSEDHAUFUE11A,Total Enrolment in All Universities - Under Graduate Courses (Female)
SSEDHAUMCE11A,Total Enrolment in All Universities - Certificate Courses (Male)
SSEDHAUMDE11A,Total Enrolment in All Universities - Post Graduate Diploma Courses (Male)
SSEDHAUMGE11A,Total Enrolment in All Universities - Post Graduate Courses (Male)
SSEDHAUMIE11A,Total Enrolment in All Universities - Integrated Courses (Male)
SSEDHAUMLE11A,Total Enrolment in All Universities - Diploma Courses (Male)
SSEDHAUMME11A,Total Enrolment in All Universities - MPhil Course (Male)
SSEDHAUMPE11A,Total Enrolment in All Universities - PhD Course (Male)
SSEDHAUMTE11A,Total Enrolment in All Universities (Male)
SSEDHAUMUE11A,Total Enrolment in All Universities - Under Graduate Courses (Male)
SSEDHAUTCE11A,Total Enrolment in All Universities - Certificate Courses
SSEDHAUTDE11A,Total Enrolment in All Universities - Post Graduate Diploma Courses
SSEDHAUTGE11A,Total Enrolment in All Universities - Post Graduate Courses
SSEDHAUTIE11A,Total Enrolment in All Universities - Integrated Courses
SSEDHAUTLE11A,Total Enrolment in All Universities - Diploma Courses
SSEDHAUTME11A,Total Enrolment in All Universities - MPhil Course
SSEDHAUTPE11A,Total Enrolment in All Universities - PhD Course
SSEDHAUTTE11A,Total Enrolment in All Universities
SSEDHAUTUE11A,Total Enrolment in All Universities - Under Graduate Courses
SSEDHCOFCE11A,Total Enrolment in Central Open Universities - Certificate Courses (Female)
SSEDHCOFDE11A,Total Enrolment in Central Open Universities - Post Graduate Diploma Courses (Female)
SSEDHCOFGE11A,Total Enrolment in Central Open Universities - Post Graduate Courses (Female)
SSEDHCOFIE11A,Total Enrolment in Central Open Universities - Integrated Courses (Female)
SSEDHCOFLE11A,Total Enrolment in Central Open Universities - Diploma Courses (Female)
SSEDHCOFME11A,Total Enrolment in Central Open Universities - MPhil Course (Female)
SSEDHCOFPE11A,Total Enrolment in Central Open Universities - PhD Course (Female)
SSEDHCOFTE11A,Total Enrolment in Central Open Universities (Female)
SSEDHCOFUE11A,Total Enrolment in Central Open Universities - Under Graduate Courses (Female)
SSEDHCOMCE11A,Total Enrolment in Central Open Universities - Certificate Courses (Male)
SSEDHCOMDE11A,Total Enrolment in Central Open Universities - Post Graduate Diploma Courses (Male)
SSEDHCOMGE11A,Total Enrolment in Central Open Universities - Post Graduate Courses (Male)
SSEDHCOMIE11A,Total Enrolment in Central Open Universities - Integrated Courses (Male)
SSEDHCOMME11A,Total Enrolment in Central Open Universities - MPhil Course (Male)
SSEDHCOMPE11A,Total Enrolment in Central Open Universities - PhD Course (Male)
SSEDHCOMTE11A,Total Enrolment in Central Open Universities (Male)
SSEDHCOMUE11A,Total Enrolment in Central Open Universities - Under Graduate Courses (Male)
SSEDHCOTCE11A,Total Enrolment in Central Open Universities - Certificate Courses
SSEDHCOTDE11A,Total Enrolment in Central Open Universities - Post Graduate Diploma Courses
SSEDHCOTIE11A,Total Enrolment in Central Open Universities - Integrated Courses
SSEDHCOTLE11A,Total Enrolment in Central Open Universities - Diploma Courses
SSEDENALEE11A,Percentage of enrolled children able to read a longer paragraph (class II text)
SSEDHADMDE11A,Total Enrolment in Deemed University - Government Aided - Post Graduate Diploma Courses (Male)
SSEDHAUFIE11A,Total Enrolment in All Universities - Integrated Courses (Female)
SSEDHCOMLE11A,Total Enrolment in Central Open Universities - Diploma Courses (Male)
SSEDHCOTME11A,Total Enrolment in Central Open Universities - MPhil Course
SSEDHCOTPE11A,Total Enrolment in Central Open Universities - PhD Course
SSEDHCOTTE11A,Total Enrolment in Central Open Universities
SSEDHCOTUE11A,Total Enrolment in Central Open Universities - Under Graduate Courses
SSEDHCUFCE11A,Total Enrolment in Central Universities - Certificate Courses (Female)
SSEDHCUFDE11A,Total Enrolment in Central Universities - Post Graduate Diploma Courses (Female)
SSEDHCUFGE11A,Total Enrolment in Central Universities - Post Graduate Courses (Female)
SSEDHCUFIE11A,Total Enrolment in Central Universities - Integrated Courses (Female)
SSEDHCUFLE11A,Total Enrolment in Central Universities - Diploma Courses (Female)
SSEDHCUFME11A,Total Enrolment in Central Universities - MPhil Course (Female)
SSEDHCUFPE11A,Total Enrolment in Central Universities - PhD Course (Female)
SSEDHCUFTE11A,Total Enrolment in Central Universities (Female)
SSEDHCUFUE11A,Total Enrolment in Central Universities - Under Graduate Courses (Female)
SSEDHCUMCE11A,Total Enrolment in Central Universities - Certificate Courses (Male)
SSEDHCUMDE11A,Total Enrolment in Central Universities - Post Graduate Diploma Courses (Male)
SSEDHCUMGE11A,Total Enrolment in Central Universities - Post Graduate Courses (Male)
SSEDHCUMIE11A,Total Enrolment in Central Universities - Integrated Courses (Male)
SSEDHCUMLE11A,Total Enrolment in Central Universities - Diploma Courses (Male)
SSEDHCUMME11A,Total Enrolment in Central Universities - MPhil Course (Male)
SSEDHCUMPE11A,Total Enrolment in Central Universities - PhD Course (Male)
SSEDHCUMTE11A,Total Enrolment in Central Universities (Male)
SSEDHCUMUE11A,Total Enrolment in Central Universities - Under Graduate Courses (Male)
SSEDHCUTCE11A,Total Enrolment in Central Universities - Certificate Courses
SSEDHCUTDE11A,Total Enrolment in Central Universities - Post Graduate Diploma Courses
SSEDHCUTGE11A,Total Enrolment in Central Universities - Post Graduate Courses
SSEDHCUTIE11A,Total Enrolment in Central Universities - Integrated Courses
SSEDHCUTLE11A,Total Enrolment in Central Universities - Diploma Courses
SSEDHCUTME11A,Total Enrolment in Central Universities - MPhil Course
SSEDHCUTPE11A,Total Enrolment in Central Universities - PhD Course
SSEDHCUTTE11A,Total Enrolment in Central Universities
SSEDHCUTUE11A,Total Enrolment in Central Universities - Under Graduate Courses
SSEDHDUFCE11A,Total Enrolment in Deemed University - Government - Certificate Courses (Female)
SSEDHDUFDE11A,Total Enrolment in Deemed University - Government - Post Graduate Diploma Courses (Female)
SSEDHDUFGE11A,Total Enrolment in Deemed University - Government - Post Graduate Courses (Female)
SSEDHDUFIE11A,Total Enrolment in Deemed University - Government - Integrated Courses (Female)
SSEDHDUFLE11A,Total Enrolment in Deemed University - Government - Diploma Courses (Female)
SSEDHDUFME11A,Total Enrolment in Deemed University - Government - MPhil Course (Female)
SSEDHDUFPE11A,Total Enrolment in Deemed University - Government - PhD Course (Female)
SSEDHDUFTE11A,Total Enrolment in Deemed University - Government (Female)
SSEDHDUFUE11A,Total Enrolment in Deemed University - Government - Under Graduate Courses (Female)
SSEDHDUMCE11A,Total Enrolment in Deemed University - Government - Certificate Courses (Male)
SSEDHDUMDE11A,Total Enrolment in Deemed University - Government - Post Graduate Diploma Courses (Male)
SSEDHDUMGE11A,Total Enrolment in Deemed University - Government - Post Graduate Courses (Male)
SSEDHDUMIE11A,Total Enrolment in Deemed University - Government - Integrated Courses (Male)
SSEDHDUMLE11A,Total Enrolment in Deemed University - Government - Diploma Courses (Male)
SSEDHDUMME11A,Total Enrolment in Deemed University - Government - MPhil Course (Male)
SSEDHDUMPE11A,Total Enrolment in Deemed University - Government - PhD Course (Male)
SSEDHDUMTE11A,Total Enrolment in Deemed University - Government (Male)
SSEDHDUMUE11A,Total Enrolment in Deemed University - Government - Under Graduate Courses (Male)
SSEDHDUTCE11A,Total Enrolment in Deemed University - Government - Certificate Courses
SSEDHDUTDE11A,Total Enrolment in Deemed University - Government - Post Graduate Diploma Courses
SSEDHDUTGE11A,Total Enrolment in Deemed University - Government - Post Graduate Courses
SSEDHDUTIE11A,Total Enrolment in Deemed University - Government - Integrated Courses
SSEDHDUTLE11A,Total Enrolment in Deemed University - Government - Diploma Courses
SSEDHDUTME11A,Total Enrolment in Deemed University - Government - MPhil Course
SSEDHDUTPE11A,Total Enrolment in Deemed University - Government - PhD Course
SSEDHDUTTE11A,Total Enrolment in Deemed University - Government
SSEDHDUTUE11A,Total Enrolment in Deemed University - Government - Under Graduate Courses
SSEDHEDAEC11A,Average Enrolment per College
SSEDHEDCPL11A,Number of Colleges per 100k population
SSEDHEEFCT11A,Estimated Enrolment of Students in Higher Education in Certificate Courses - Female
SSEDHEEFDP11A,Estimated Enrolment of Students in Higher Education in Diploma Courses - Female
SSEDHEEFIG11A,Estimated Enrolment of Students in Higher Education in Integrated Course Courses - Female
SSEDHEEFMP11A,Estimated Enrolment of Students in Higher Education in M Phil Courses - Female
SSEDHEEFPD11A,Estimated Enrolment of Students in Higher Education in Post Graduate Diploma Courses - Female
SSEDHEEFPG11A,Estimated Enrolment of Students in Higher Education in Post Graduate Courses - Female
SSEDHEEFPH11A,Estimated Enrolment of Students in Higher Education in PhD Courses - Female
SSEDHEEFTT11A,Estimated Enrolment of Students in Higher Education - Female
SSEDHEEFUG11A,Estimated Enrolment of Students in Higher Education in Under Graduate Courses - Female
SSEDHEEMCT11A,Estimated Enrolment of Students in Higher Education in Certificate Courses - Male
SSEDHEEMDP11A,Estimated Enrolment of Students in Higher Education in Diploma Courses - Male
SSEDHEEMIG11A,Estimated Enrolment of Students in Higher Education in Integrated Course Courses - Male
SSEDHEEMMP11A,Estimated Enrolment of Students in Higher Education in M Phil Courses - Male
SSEDHEEMPD11A,Estimated Enrolment of Students in Higher Education in Post Graduate Diploma Courses - Male
SSEDHEEMPG11A,Estimated Enrolment of Students in Higher Education in Post Graduate Courses - Male
SSEDHEEMPH11A,Estimated Enrolment of Students in Higher Education in PhD Courses - Male
SSEDHEEMTT11A,Estimated Enrolment of Students in Higher Education - Male
SSEDHEEMUG11A,Estimated Enrolment of Students in Higher Education in Under Graduate Courses - Male
SSEDHEETIG11A,Estimated Enrolment of Students in Higher Education in Integrated Course Courses
SSEDHEETMP11A,Estimated Enrolment of Students in Higher Education in M Phil Courses
SSEDHEETPG11A,Estimated Enrolment of Students in Higher Education in Post Graduate Courses
SSEDHEETPH11A,Estimated Enrolment of Students in Higher Education in PhD Courses
SSEDHEETTT11A,Estimated Enrolment of Students in Higher Education
SSEDHEETUG11A,Estimated Enrolment of Students in Higher Education in Under Graduate Courses
SSEDHNIFCE11A,Total Enrolment in Institutes of National Importance - Certificate Courses (Female)
SSEDHNIFDE11A,Total Enrolment in Institutes of National Importance - Post Graduate Diploma Courses (Female)
SSEDHNIFGE11A,Total Enrolment in Institutes of National Importance - Post Graduate Courses (Female)
SSEDHNIFIE11A,Total Enrolment in Institutes of National Importance - Integrated Courses (Female)
SSEDHNIFLE11A,Total Enrolment in Institutes of National Importance - Diploma Courses (Female)
SSEDHNIFME11A,Total Enrolment in Institutes of National Importance - MPhil Course (Female)
SSEDHNIFPE11A,Total Enrolment in Institutes of National Importance - PhD Course (Female)
SSEDHNIFUE11A,Total Enrolment in Institutes of National Importance - Under Graduate Courses (Female)
SSEDHNIMCE11A,Total Enrolment in Institutes of National Importance - Certificate Courses (Male)
SSEDHNIMDE11A,Total Enrolment in Institutes of National Importance - Post Graduate Diploma Courses (Male)
SSEDHNIMGE11A,Total Enrolment in Institutes of National Importance - Post Graduate Courses (Male)
SSEDHNIMIE11A,Total Enrolment in Institutes of National Importance - Integrated Courses (Male)
SSEDHNIMME11A,Total Enrolment in Institutes of National Importance - MPhil Course (Male)
SSEDHCOTGE11A,Total Enrolment in Central Open Universities - Post Graduate Courses
SSEDHNIFTE11A,Total Enrolment in Institutes of National Importance (Female)
SSEDHNIMLE11A,Total Enrolment in Institutes of National Importance - Diploma Courses (Male)
SSEDHNIMPE11A,Total Enrolment in Institutes of National Importance - PhD Course (Male)
SSEDHNIMTE11A,Total Enrolment in Institutes of National Importance (Male)
SSEDHNIMUE11A,Total Enrolment in Institutes of National Importance - Under Graduate Courses (Male)
SSEDHNITCE11A,Total Enrolment in Institutes of National Importance - Certificate Courses
SSEDHNITDE11A,Total Enrolment in Institutes of National Importance - Post Graduate Diploma Courses
SSEDHNITGE11A,Total Enrolment in Institutes of National Importance - Post Graduate Courses
SSEDHNITIE11A,Total Enrolment in Institutes of National Importance - Integrated Courses
SSEDHNITLE11A,Total Enrolment in Institutes of National Importance - Diploma Courses
SSEDHNITME11A,Total Enrolment in Institutes of National Importance - MPhil Course
SSEDHNITPE11A,Total Enrolment in Institutes of National Importance - PhD Course
SSEDHNITTE11A,Total Enrolment in Institutes of National Importance
SSEDHNITUE11A,Total Enrolment in Institutes of National Importance - Under Graduate Courses
SSEDHPOFCE11A,Total Enrolment in State Private Open University - Certificate Courses (Female)
SSEDHPOFDE11A,Total Enrolment in State Private Open University - Post Graduate Diploma Courses (Female)
SSEDHPOFGE11A,Total Enrolment in State Private Open University - Post Graduate Courses (Female)
SSEDHPOFIE11A,Total Enrolment in State Private Open University - Integrated Courses (Female)
SSEDHPOFLE11A,Total Enrolment in State Private Open University - Diploma Courses (Female)
SSEDHPOFME11A,Total Enrolment in State Private Open University - MPhil Course (Female)
SSEDHPOFPE11A,Total Enrolment in State Private Open University - PhD Course (Female)
SSEDHPOFTE11A,Total Enrolment in State Private Open University (Female)
SSEDHPOFUE11A,Total Enrolment in State Private Open University - Under Graduate Courses (Female)
SSEDHPOMCE11A,Total Enrolment in State Private Open University - Certificate Courses (Male)
SSEDHPOMDE11A,Total Enrolment in State Private Open University - Post Graduate Diploma Courses (Male)
SSEDHPOMGE11A,Total Enrolment in State Private Open University - Post Graduate Courses (Male)
SSEDHPOMIE11A,Total Enrolment in State Private Open University - Integrated Courses (Male)
SSEDHPOMLE11A,Total Enrolment in State Private Open University - Diploma Courses (Male)
SSEDHPOMME11A,Total Enrolment in State Private Open University - MPhil Course (Male)
SSEDHPOMPE11A,Total Enrolment in State Private Open University - PhD Course (Male)
SSEDHPOMTE11A,Total Enrolment in State Private Open University (Male)
SSEDHPOMUE11A,Total Enrolment in State Private Open University - Under Graduate Courses (Male)
SSEDHPOTCE11A,Total Enrolment in State Private Open University - Certificate Courses
SSEDHPOTDE11A,Total Enrolment in State Private Open University - Post Graduate Diploma Courses
SSEDHPOTGE11A,Total Enrolment in State Private Open University - Post Graduate Courses
SSEDHPOTIE11A,Total Enrolment in State Private Open University - Integrated Courses
SSEDHPOTLE11A,Total Enrolment in State Private Open University - Diploma Courses
SSEDHPOTME11A,Total Enrolment in State Private Open University - MPhil Course
SSEDHPOTPE11A,Total Enrolment in State Private Open University - PhD Course
SSEDHPOTTE11A,Total Enrolment in State Private Open University
SSEDHPOTUE11A,Total Enrolment in State Private Open University - Under Graduate Courses
SSEDHSLFCE11A,Total Enrolment in Institutes under State Legistrature Acts - Certificate Courses (Female)
SSEDHSLFDE11A,Total Enrolment in Institutes under State Legistrature Acts - Post Graduate Diploma Courses (Female)
SSEDHSLFGE11A,Total Enrolment in Institutes under State Legistrature Acts - Post Graduate Courses (Female)
SSEDHSLFIE11A,Total Enrolment in Institutes under State Legistrature Acts - Integrated Courses (Female)
SSEDHSLFLE11A,Total Enrolment in Institutes under State Legistrature Acts - Diploma Courses (Female)
SSEDHSLFME11A,Total Enrolment in Institutes under State Legistrature Acts - MPhil Course (Female)
SSEDHSLFPE11A,Total Enrolment in Institutes under State Legistrature Acts - PhD Course (Female)
SSEDHSLFTE11A,Total Enrolment in Institutes under State Legistrature Acts (Female)
SSEDHSLFUE11A,Total Enrolment in Institutes under State Legistrature Acts - Under Graduate Courses (Female)
SSEDHSLMCE11A,Total Enrolment in Institutes under State Legistrature Acts - Certificate Courses (Male)
SSEDHSLMDE11A,Total Enrolment in Institutes under State Legistrature Acts - Post Graduate Diploma Courses (Male)
SSEDHSLMIE11A,Total Enrolment in Institutes under State Legistrature Acts - Integrated Courses (Male)
SSEDHSLMLE11A,Total Enrolment in Institutes under State Legistrature Acts - Diploma Courses (Male)
SSEDHSLMME11A,Total Enrolment in Institutes under State Legistrature Acts - MPhil Course (Male)
SSEDHSLMPE11A,Total Enrolment in Institutes under State Legistrature Acts - PhD Course (Male)
SSEDHSLMTE11A,Total Enrolment in Institutes under State Legistrature Acts (Male)
SSEDHSLMUE11A,Total Enrolment in Institutes under State Legistrature Acts - Under Graduate Courses (Male)
SSEDHSLTCE11A,Total Enrolment in Institutes under State Legistrature Acts - Certificate Courses
SSEDHSLTGE11A,Total Enrolment in Institutes under State Legistrature Acts - Post Graduate Courses
SSEDHSLTIE11A,Total Enrolment in Institutes under State Legistrature Acts - Integrated Courses
SSEDHSLTLE11A,Total Enrolment in Institutes under State Legistrature Acts - Diploma Courses
SSEDHSLTME11A,Total Enrolment in Institutes under State Legistrature Acts - MPhil Course
SSEDHSLTPE11A,Total Enrolment in Institutes under State Legistrature Acts - PhD Course
SSEDHSLTTE11A,Total Enrolment in Institutes under State Legistrature Acts
SSEDHSLTUE11A,Total Enrolment in Institutes under State Legistrature Acts - Under Graduate Courses
SSEDHSOFCE11A,Total Enrolment in State Open University - Certificate Courses (Female)
SSEDHSOFDE11A,Total Enrolment in State Open University - Post Graduate Diploma Courses (Female)
SSEDHSOFGE11A,Total Enrolment in State Open University - Post Graduate Courses (Female)
SSEDHSOFIE11A,Total Enrolment in State Open University - Integrated Courses (Female)
SSEDHSOFLE11A,Total Enrolment in State Open University - Diploma Courses (Female)
SSEDHSOFME11A,Total Enrolment in State Open University - MPhil Course (Female)
SSEDHSOFPE11A,Total Enrolment in State Open University - PhD Course (Female)
SSEDHSOFTE11A,Total Enrolment in State Open University (Female)
SSEDHSOFUE11A,Total Enrolment in State Open University - Under Graduate Courses (Female)
SSEDHSOMCE11A,Total Enrolment in State Open University - Certificate Courses (Male)
SSEDHSOMDE11A,Total Enrolment in State Open University - Post Graduate Diploma Courses (Male)
SSEDHSOMGE11A,Total Enrolment in State Open University - Post Graduate Courses (Male)
SSEDHSOMIE11A,Total Enrolment in State Open University - Integrated Courses (Male)
SSEDHSOMLE11A,Total Enrolment in State Open University - Diploma Courses (Male)
SSEDHSOMME11A,Total Enrolment in State Open University - MPhil Course (Male)
SSEDHSOMPE11A,Total Enrolment in State Open University - PhD Course (Male)
SSEDHSOMTE11A,Total Enrolment in State Open University (Male)
SSEDHSOMUE11A,Total Enrolment in State Open University - Under Graduate Courses (Male)
SSEDHSOTCE11A,Total Enrolment in State Open University - Certificate Courses
SSEDHSOTDE11A,Total Enrolment in State Open University - Post Graduate Diploma Courses
SSEDHSOTGE11A,Total Enrolment in State Open University - Post Graduate Courses
SSEDHSOTIE11A,Total Enrolment in State Open University - Integrated Courses
SSEDHSOTLE11A,Total Enrolment in State Open University - Diploma Courses
SSEDHSOTME11A,Total Enrolment in State Open University - MPhil Course
SSEDHSOTPE11A,Total Enrolment in State Open University - PhD Course
SSEDHSOTTE11A,Total Enrolment in State Open University
SSEDHSOTUE11A,Total Enrolment in State Open University - Under Graduate Courses
SSEDHSPFCE11A,Total Enrolment in State Public University - Certificate Courses (Female)
SSEDHSPFDE11A,Total Enrolment in State Public University - Post Graduate Diploma Courses (Female)
SSEDHSPFGE11A,Total Enrolment in State Public University - Post Graduate Courses (Female)
SSEDHSPFIE11A,Total Enrolment in State Public University - Integrated Courses (Female)
SSEDHSPFLE11A,Total Enrolment in State Public University - Diploma Courses (Female)
SSEDHSPFME11A,Total Enrolment in State Public University - MPhil Course (Female)
SSEDHSPFPE11A,Total Enrolment in State Public University - PhD Course (Female)
SSEDHSPFTE11A,Total Enrolment in State Public University (Female)
SSEDHSPFUE11A,Total Enrolment in State Public University - Under Graduate Courses (Female)
SSEDHSPMCE11A,Total Enrolment in State Public University - Certificate Courses (Male)
SSEDHSPMDE11A,Total Enrolment in State Public University - Post Graduate Diploma Courses (Male)
SSEDHSPMGE11A,Total Enrolment in State Public University - Post Graduate Courses (Male)
SSEDHSPMIE11A,Total Enrolment in State Public University - Integrated Courses (Male)
SSEDHSPMLE11A,Total Enrolment in State Public University - Diploma Courses (Male)
SSEDHSPMME11A,Total Enrolment in State Public University - MPhil Course (Male)
SSEDHSPMTE11A,Total Enrolment in State Public University (Male)
SSEDHSPMUE11A,Total Enrolment in State Public University - Under Graduate Courses (Male)
SSEDHSPTCE11A,Total Enrolment in State Public University - Certificate Courses
SSEDHSPTDE11A,Total Enrolment in State Public University - Post Graduate Diploma Courses
SSEDHSPTGE11A,Total Enrolment in State Public University - Post Graduate Courses
SSEDHSPTLE11A,Total Enrolment in State Public University - Diploma Courses
SSEDHSPTME11A,Total Enrolment in State Public University - MPhil Course
SSEDHSPTPE11A,Total Enrolment in State Public University - PhD Course
SSEDHSPTTE11A,Total Enrolment in State Public University
SSEDHSPTUE11A,Total Enrolment in State Public University - Under Graduate Courses
SSEDHSVFCE11A,Total Enrolment in State Private University - Certificate Courses (Female)
SSEDHSVFDE11A,Total Enrolment in State Private University - Post Graduate Diploma Courses (Female)
SSEDHSVFIE11A,Total Enrolment in State Private University - Integrated Courses (Female)
SSEDHSVFLE11A,Total Enrolment in State Private University - Diploma Courses (Female)
SSEDHSVFME11A,Total Enrolment in State Private University - MPhil Course (Female)
SSEDHSVFPE11A,Total Enrolment in State Private University - PhD Course (Female)
SSEDHSVFUE11A,Total Enrolment in State Private University - Under Graduate Courses (Female)
SSEDHSVMCE11A,Total Enrolment in State Private University - Certificate Courses (Male)
SSEDHSVMDE11A,Total Enrolment in State Private University - Post Graduate Diploma Courses (Male)
SSEDHSVMGE11A,Total Enrolment in State Private University - Post Graduate Courses (Male)
SSEDHSVMIE11A,Total Enrolment in State Private University - Integrated Courses (Male)
SSEDHSVMLE11A,Total Enrolment in State Private University - Diploma Courses (Male)
SSEDHSVMME11A,Total Enrolment in State Private University - MPhil Course (Male)
SSEDHSVMPE11A,Total Enrolment in State Private University - PhD Course (Male)
SSEDHSVMTE11A,Total Enrolment in State Private University (Male)
SSEDHSVMUE11A,Total Enrolment in State Private University - Under Graduate Courses (Male)
SSEDHSVTCE11A,Total Enrolment in State Private University - Certificate Courses
SSEDHSVTDE11A,Total Enrolment in State Private University - Post Graduate Diploma Courses
SSEDHSVTGE11A,Total Enrolment in State Private University - Post Graduate Courses
SSEDHSVTLE11A,Total Enrolment in State Private University - Diploma Courses
SSEDHSVTME11A,Total Enrolment in State Private University - MPhil Course
SSEDHSVTPE11A,Total Enrolment in State Private University - PhD Course
SSEDHSVTTE11A,Total Enrolment in State Private University
SSEDHTCAPF11A,Total Number of Teachers in Higher Education - Associate Professors (Female)
SSEDHTCAPM11A,Total Number of Teachers in Higher Education - Associate Professors (Male)
SSEDHTCAPT11A,Total Number of Teachers in Higher Education - Associate Professors
SSEDHTCATM11A,Total Number of Teachers in Higher Education (Male)
SSEDHTCATT11A,Total Number of Teachers in Higher Education
SSEDHTCPRM11A,Total Number of Teachers in Higher Education - Professors (Male)
SSEDHTCPRT11A,Total Number of Teachers in Higher Education - Professors
SSEDHTCSTF11A,Total Number of Teachers in Higher Education - Assistant Professors (Female)
SSEDHTCTTF11A,Total Number of Teachers in Higher Education - Temporary Teachers (Female)
SSEDHTCTTM11A,Total Number of Teachers in Higher Education - Temporary Teachers (Male)
SSEDHTCTTT11A,Total Number of Teachers in Higher Education - Temporary Teachers
